angaza_id,area,daily_price,upfront_price,expected_repayment_days,registration_date,free_days_included,product_group,country
AC9498653,Area A,30,400,402,12/16/23,3,Product 1,Kenya
AC9500543,Area A,30,400,402,12/16/23,3,Product 1,Kenya
AC9505816,Area B,130,2200,683,12/17/23,3,Product 4,Kenya
AC9506130,Area A,30,400,402,12/17/23,3,Product 1,Kenya
AC9509438,Area B,30,400,402,12/18/23,3,Product 1,Kenya
AC9513992,Area A,30,400,402,12/18/23,3,Product 1,Kenya
AC9521532,Area A,30,400,402,12/19/23,3,Product 1,Kenya
AC9518194,Area A,30,400,402,12/19/23,3,Product 1,Kenya
AC9519957,Area A,30,400,402,12/19/23,3,Product 1,Kenya
AC9524517,Area A,30,400,402,12/20/23,3,Product 1,Kenya
AC9527667,Area A,30,400,402,12/20/23,3,Product 1,Kenya
AC9528513,Area A,30,400,402,12/20/23,3,Product 1,Kenya
AC9536713,Area A,90,2450,381,12/21/23,3,Product 5,Kenya
AC9540889,Area A,30,400,402,12/22/23,3,Product 1,Kenya
AC9540839,Area A,30,400,402,12/22/23,3,Product 1,Kenya
AC9553622,Area B,30,400,402,12/23/23,3,Product 1,Kenya
AC9557615,Area A,30,400,402,12/24/23,3,Product 1,Kenya
AC9570555,Area A,30,400,402,12/27/23,3,Product 1,Kenya
AC9579531,Area B,70,1300,402,12/28/23,3,Product 3,Kenya
AC9590613,Area A,30,400,402,12/30/23,3,Product 1,Kenya
AC9608614,Area B,30,400,402,1/3/24,3,Product 1,Kenya
AC9608843,Area B,30,400,402,1/3/24,3,Product 1,Kenya
AC9614592,Area A,30,400,402,1/4/24,3,Product 1,Kenya
AC9613761,Area A,30,400,402,1/4/24,3,Product 1,Kenya
AC9621131,Area B,30,400,402,1/5/24,3,Product 1,Kenya
AC9626729,Area A,30,400,402,1/6/24,3,Product 1,Kenya
AC9631666,Area A,30,400,402,1/6/24,3,Product 1,Kenya
AC9634048,Area A,30,400,402,1/7/24,3,Product 1,Kenya
AC9637136,Area B,30,400,402,1/7/24,3,Product 1,Kenya
AC9644056,Area B,30,400,402,1/9/24,3,Product 1,Kenya
AC9647268,Area B,80,1900,578,1/9/24,3,Product 2,Kenya
AC9650936,Area A,30,400,402,1/10/24,3,Product 1,Kenya
AC9653424,Area B,30,400,402,1/10/24,3,Product 1,Kenya
AC9661004,Area B,80,1900,578,1/11/24,3,Product 2,Kenya
AC9677431,Area A,30,400,402,1/13/24,3,Product 1,Kenya
AC9681211,Area A,30,400,402,1/14/24,3,Product 1,Kenya
AC9679073,Area A,30,400,402,1/14/24,3,Product 1,Kenya
AC9688450,Area B,30,400,402,1/15/24,3,Product 1,Kenya
AC9690101,Area B,30,400,402,1/16/24,3,Product 1,Kenya
AC9695735,Area A,30,400,402,1/16/24,3,Product 1,Kenya
AC9699234,Area A,30,400,402,1/17/24,3,Product 1,Kenya
AC9699628,Area B,30,400,402,1/17/24,3,Product 1,Kenya
AC9712879,Area A,30,400,402,1/19/24,3,Product 1,Kenya
AC9709827,Area A,40,750,402,1/19/24,3,Product 3,Kenya
AC9714469,Area A,80,1900,578,1/19/24,3,Product 2,Kenya
AC9723210,Area B,30,400,402,1/21/24,3,Product 1,Kenya
AC9723409,Area A,30,400,402,1/21/24,3,Product 1,Kenya
AC9745060,Area A,30,400,402,1/25/24,3,Product 1,Kenya
AC9752769,Area A,30,400,402,1/26/24,3,Product 1,Kenya
AC9756135,Area A,30,400,402,1/26/24,3,Product 1,Kenya
AC9763216,Area A,30,400,402,1/27/24,3,Product 1,Kenya
AC9774988,Area A,30,400,402,1/29/24,3,Product 1,Kenya
AC9796985,Area B,110,3000,381,2/1/24,3,Product 5,Kenya
AC9812028,Area A,30,350,402,2/3/24,3,Product 1,Kenya
AC9813947,Area A,30,400,402,2/3/24,3,Product 1,Kenya
AC9817159,Area A,30,400,402,2/4/24,3,Product 1,Kenya
AC9833179,Area A,30,400,409,2/6/24,3,Product 1,Kenya
AC9826878,Area A,30,400,409,2/6/24,3,Product 1,Kenya
AC9837561,Area A,60,850,409,2/7/24,3,Product 3,Kenya
AC9842383,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9856380,Area A,30,400,409,2/9/24,3,Product 1,Kenya
AC9858653,Area A,30,400,409,2/9/24,3,Product 1,Kenya
AC9861030,Area A,30,400,409,2/9/24,3,Product 1,Kenya
AC9856273,Area A,30,400,409,2/9/24,3,Product 1,Kenya
AC9861520,Area A,30,400,409,2/10/24,3,Product 1,Kenya
AC9862134,Area A,30,400,409,2/10/24,3,Product 1,Kenya
AC9870359,Area B,30,400,409,2/11/24,3,Product 1,Kenya
AC9873781,Area A,30,400,409,2/11/24,3,Product 1,Kenya
AC9871211,Area A,30,400,409,2/11/24,3,Product 1,Kenya
AC9872419,Area A,30,400,409,2/11/24,3,Product 1,Kenya
AC9874880,Area B,60,1100,409,2/12/24,3,Product 3,Kenya
AC9884555,Area A,30,400,409,2/13/24,3,Product 1,Kenya
AC9894284,Area B,70,1000,428,2/14/24,3,Product 6,Kenya
AC9896352,Area A,30,400,409,2/14/24,3,Product 1,Kenya
AC9905063,Area B,30,400,409,2/15/24,3,Product 1,Kenya
AC9914841,Area A,30,400,409,2/16/24,3,Product 1,Kenya
AC9917862,Area A,30,400,409,2/16/24,3,Product 1,Kenya
AC9920909,Area B,80,1900,578,2/17/24,3,Product 2,Kenya
AC9923835,Area A,60,850,409,2/17/24,3,Product 3,Kenya
AC9924506,Area A,30,400,409,2/17/24,3,Product 1,Kenya
AC9922157,Area A,30,400,409,2/17/24,3,Product 1,Kenya
AC9952775,Area A,30,300,409,2/21/24,3,Product 1,Kenya
AC9958921,Area A,30,400,409,2/22/24,3,Product 1,Kenya
AC9959426,Area B,110,1650,743,2/22/24,3,Product 4,Kenya
AC9961433,Area A,30,400,409,2/22/24,3,Product 1,Kenya
AC9973844,Area A,30,400,409,2/23/24,3,Product 1,Kenya
AC9974961,Area A,30,400,409,2/23/24,3,Product 1,Kenya
AC9995334,Area A,30,400,409,2/27/24,3,Product 1,Kenya
AC9996726,Area B,30,400,409,2/27/24,3,Product 1,Kenya
AC9413691,Area A,30,400,402,12/3/23,3,Product 1,Kenya
AC9434507,Area A,30,400,402,12/6/23,3,Product 1,Kenya
AC9428948,Area A,30,400,402,12/6/23,3,Product 1,Kenya
AC9447284,Area A,140,5450,543,12/8/23,3,Product 7,Kenya
AC9443884,Area A,30,400,402,12/8/23,3,Product 1,Kenya
AC9460002,Area A,30,400,402,12/10/23,3,Product 1,Kenya
AC9460215,Area A,30,400,402,12/10/23,3,Product 1,Kenya
AC9472101,Area A,30,400,402,12/12/23,3,Product 1,Kenya
AC9470357,Area B,30,400,402,12/12/23,3,Product 1,Kenya
AC9478276,Area A,30,400,402,12/13/23,3,Product 1,Kenya
AC9487821,Area A,30,400,402,12/14/23,3,Product 1,Kenya
AC9497280,Area A,30,400,402,12/15/23,3,Product 1,Kenya
AC9498706,Area A,30,400,402,12/16/23,3,Product 1,Kenya
AC9499631,Area A,30,400,402,12/16/23,3,Product 1,Kenya
AC9506212,Area A,30,400,402,12/17/23,3,Product 1,Kenya
AC9510296,Area A,30,400,402,12/18/23,3,Product 1,Kenya
AC9521134,Area B,30,400,402,12/19/23,3,Product 1,Kenya
AC9533955,Area A,30,400,402,12/21/23,3,Product 1,Kenya
AC9545165,Area A,30,400,402,12/22/23,3,Product 1,Kenya
AC9548897,Area A,30,400,402,12/23/23,3,Product 1,Kenya
AC9562571,Area A,30,400,402,12/25/23,3,Product 1,Kenya
AC9565940,Area A,80,1900,578,12/26/23,3,Product 2,Kenya
AC9572460,Area A,30,400,402,12/27/23,3,Product 1,Kenya
AC9603868,Area B,60,1200,402,1/2/24,3,Product 3,Kenya
AC9614170,Area A,30,400,402,1/4/24,3,Product 1,Kenya
AC9618660,Area A,30,400,402,1/4/24,3,Product 1,Kenya
AC9615907,Area A,30,400,402,1/4/24,3,Product 1,Kenya
AC9622195,Area A,30,400,402,1/5/24,3,Product 1,Kenya
AC9636899,Area A,30,400,402,1/7/24,3,Product 1,Kenya
AC9643239,Area A,30,400,402,1/8/24,3,Product 1,Kenya
AC9647673,Area A,30,400,402,1/9/24,3,Product 1,Kenya
AC9644248,Area A,30,400,402,1/9/24,3,Product 1,Kenya
AC9647410,Area B,30,400,402,1/9/24,3,Product 1,Kenya
AC9647846,Area B,30,400,402,1/9/24,3,Product 1,Kenya
AC9662763,Area A,30,400,402,1/11/24,3,Product 1,Kenya
AC9662881,Area A,60,950,402,1/11/24,3,Product 3,Kenya
AC9665764,Area A,80,1900,578,1/12/24,3,Product 2,Kenya
AC9678538,Area A,30,400,402,1/13/24,3,Product 1,Kenya
AC9673786,Area B,70,1300,402,1/13/24,3,Product 3,Kenya
AC9686734,Area A,60,950,402,1/15/24,3,Product 3,Kenya
AC9702150,Area A,30,400,402,1/17/24,3,Product 1,Kenya
AC9697658,Area B,80,1900,578,1/17/24,3,Product 2,Kenya
AC9703876,Area A,30,400,402,1/18/24,3,Product 1,Kenya
AC9712926,Area A,30,400,402,1/19/24,3,Product 1,Kenya
AC9713253,Area A,110,3000,381,1/19/24,3,Product 5,Kenya
AC9719334,Area A,30,400,402,1/20/24,3,Product 1,Kenya
AC9720491,Area A,30,400,402,1/20/24,3,Product 1,Kenya
AC9720717,Area A,60,950,402,1/20/24,3,Product 3,Kenya
AC9732284,Area A,60,950,402,1/23/24,3,Product 3,Kenya
AC9734725,Area A,30,400,402,1/23/24,3,Product 1,Kenya
AC9734750,Area A,80,1900,53,1/23/24,3,Product 2,Kenya
AC9737827,Area B,80,1900,578,1/24/24,3,Product 2,Kenya
AC9740695,Area A,30,400,402,1/24/24,3,Product 1,Kenya
AC9741743,Area A,30,400,402,1/24/24,3,Product 1,Kenya
AC9742498,Area A,30,400,402,1/24/24,3,Product 1,Kenya
AC9742970,Area A,30,400,402,1/24/24,3,Product 1,Kenya
AC9745990,Area B,30,400,402,1/25/24,3,Product 1,Kenya
AC9764401,Area A,30,400,402,1/27/24,3,Product 1,Kenya
AC9766493,Area A,30,400,402,1/28/24,3,Product 1,Kenya
AC9771255,Area A,30,400,402,1/29/24,3,Product 1,Kenya
AC9781820,Area A,30,400,402,1/30/24,3,Product 1,Kenya
AC9784056,Area A,30,400,402,1/31/24,3,Product 1,Kenya
AC9785306,Area A,30,400,402,1/31/24,3,Product 1,Kenya
AC9795523,Area A,30,400,402,2/1/24,3,Product 1,Kenya
AC9800384,Area A,30,400,402,2/2/24,3,Product 1,Kenya
AC9818271,Area A,60,950,402,2/4/24,3,Product 3,Kenya
AC9825965,Area A,30,400,409,2/6/24,3,Product 1,Kenya
AC9831393,Area A,90,2450,381,2/6/24,3,Product 5,Kenya
AC9836736,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9841594,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9841815,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9840328,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9845356,Area A,30,400,409,2/8/24,3,Product 1,Kenya
AC9843906,Area A,30,400,409,2/8/24,3,Product 1,Kenya
AC9859997,Area B,130,1900,680,2/9/24,3,Product 4,Kenya
AC9866787,Area A,30,400,409,2/10/24,3,Product 1,Kenya
AC9868890,Area A,30,400,409,2/11/24,3,Product 1,Kenya
AC9871928,Area B,30,400,409,2/11/24,3,Product 1,Kenya
AC9876167,Area B,30,400,409,2/12/24,3,Product 1,Kenya
AC9876804,Area A,60,1100,409,2/12/24,3,Product 3,Kenya
AC9879054,Area B,30,400,409,2/12/24,3,Product 1,Kenya
AC9888705,Area B,30,400,409,2/13/24,3,Product 1,Kenya
AC9896080,Area A,30,400,409,2/14/24,3,Product 1,Kenya
AC9908623,Area A,30,400,409,2/15/24,3,Product 1,Kenya
AC9913541,Area A,30,400,409,2/16/24,3,Product 1,Kenya
AC9916459,Area A,30,400,409,2/16/24,3,Product 1,Kenya
AC9911878,Area A,30,400,409,2/16/24,3,Product 1,Kenya
AC9921454,Area B,30,400,409,2/17/24,3,Product 1,Kenya
AC9927553,Area A,30,400,409,2/18/24,3,Product 1,Kenya
AC9927698,Area A,30,400,409,2/18/24,3,Product 1,Kenya
AC9929554,Area B,30,400,409,2/18/24,3,Product 1,Kenya
AC9944579,Area A,30,400,409,2/20/24,3,Product 1,Kenya
AC9946408,Area A,30,400,409,2/20/24,3,Product 1,Kenya
AC9943991,Area A,30,400,409,2/20/24,3,Product 1,Kenya
AC9951449,Area A,30,400,409,2/21/24,3,Product 1,Kenya
AC9954184,Area A,30,400,409,2/21/24,3,Product 1,Kenya
AC9958894,Area A,30,400,409,2/22/24,3,Product 1,Kenya
AC9964519,Area A,60,1100,409,2/22/24,3,Product 3,Kenya
AC9965908,Area A,30,400,409,2/22/24,3,Product 1,Kenya
AC9978535,Area A,30,400,409,2/24/24,3,Product 1,Kenya
AC9979913,Area A,30,400,409,2/24/24,3,Product 1,Kenya
AC9990886,Area A,30,400,409,2/26/24,3,Product 1,Kenya
AC9410091,Area A,30,400,402,12/2/23,3,Product 1,Kenya
AC9414424,Area B,30,400,402,12/4/23,3,Product 1,Kenya
AC9424532,Area A,30,400,402,12/5/23,3,Product 1,Kenya
AC9424776,Area A,30,400,402,12/5/23,3,Product 1,Kenya
AC9421624,Area A,30,400,402,12/5/23,3,Product 1,Kenya
AC9433608,Area A,30,400,402,12/6/23,3,Product 1,Kenya
AC9441621,Area A,30,400,402,12/7/23,3,Product 1,Kenya
AC9443868,Area A,30,400,402,12/8/23,3,Product 1,Kenya
AC9445465,Area A,60,950,428,12/8/23,3,Product 6,Kenya
AC9458577,Area A,30,400,402,12/10/23,3,Product 1,Kenya
AC9459187,Area A,30,400,402,12/10/23,3,Product 1,Kenya
AC9474957,Area A,30,400,402,12/12/23,3,Product 1,Kenya
AC9469449,Area A,30,400,402,12/12/23,3,Product 1,Kenya
AC9478019,Area A,30,400,402,12/13/23,3,Product 1,Kenya
AC9486566,Area A,70,1300,402,12/14/23,3,Product 3,Kenya
AC9489905,Area B,80,1900,578,12/14/23,3,Product 2,Kenya
AC9490474,Area A,30,400,402,12/14/23,3,Product 1,Kenya
AC9492370,Area A,30,400,402,12/15/23,3,Product 1,Kenya
AC9498666,Area A,30,400,402,12/16/23,3,Product 1,Kenya
AC9499157,Area A,30,400,402,12/16/23,3,Product 1,Kenya
AC9506765,Area A,30,400,402,12/17/23,3,Product 1,Kenya
AC9507622,Area A,30,400,402,12/17/23,3,Product 1,Kenya
AC9511781,Area B,80,1900,578,12/18/23,3,Product 2,Kenya
AC9512090,Area A,30,400,402,12/18/23,3,Product 1,Kenya
AC9511197,Area A,30,400,402,12/18/23,3,Product 1,Kenya
AC9510983,Area B,120,1800,722,12/18/23,3,Product 4,Kenya
AC9533762,Area B,150,6400,683,12/21/23,3,Product 7,Kenya
AC9534081,Area A,30,400,402,12/21/23,3,Product 1,Kenya
AC9540163,Area B,90,2450,381,12/22/23,3,Product 5,Kenya
AC9544347,Area A,30,400,402,12/22/23,3,Product 1,Kenya
AC9546879,Area A,30,400,402,12/23/23,3,Product 1,Kenya
AC9550987,Area A,30,400,402,12/23/23,3,Product 1,Kenya
AC9556212,Area A,30,400,402,12/24/23,3,Product 1,Kenya
AC9558753,Area A,30,400,402,12/24/23,3,Product 1,Kenya
AC9561920,Area B,30,400,402,12/25/23,3,Product 1,Kenya
AC9565801,Area A,30,400,402,12/26/23,3,Product 1,Kenya
AC9571550,Area B,30,400,402,12/27/23,3,Product 1,Kenya
AC9580007,Area B,80,1900,578,12/28/23,3,Product 2,Kenya
AC9581744,Area B,30,400,402,12/28/23,3,Product 1,Kenya
AC9587657,Area B,30,400,402,12/29/23,3,Product 1,Kenya
AC9586129,Area A,30,400,402,12/29/23,3,Product 1,Kenya
AC9598819,Area B,30,400,402,12/31/23,3,Product 1,Kenya
AC9601391,Area B,30,400,402,1/1/24,3,Product 1,Kenya
AC9604340,Area A,30,400,402,1/2/24,3,Product 1,Kenya
AC9613476,Area A,30,400,402,1/4/24,3,Product 1,Kenya
AC9619898,Area B,70,1300,402,1/5/24,3,Product 3,Kenya
AC9623267,Area B,60,950,402,1/5/24,3,Product 3,Kenya
AC9621970,Area A,30,400,402,1/5/24,3,Product 1,Kenya
AC9622611,Area A,30,400,402,1/5/24,3,Product 1,Kenya
AC9635625,Area A,30,400,402,1/7/24,3,Product 1,Kenya
AC9634560,Area A,30,400,402,1/7/24,3,Product 1,Kenya
AC9637200,Area A,30,400,402,1/7/24,3,Product 1,Kenya
AC9646757,Area A,30,400,402,1/9/24,3,Product 1,Kenya
AC9655647,Area A,60,1200,402,1/10/24,3,Product 3,Kenya
AC9672412,Area B,30,400,402,1/12/24,3,Product 1,Kenya
AC9678722,Area A,60,950,402,1/13/24,3,Product 3,Kenya
AC9679254,Area A,30,350,402,1/14/24,3,Product 1,Kenya
AC9679312,Area A,30,400,402,1/14/24,3,Product 1,Kenya
AC9696657,Area A,30,400,402,1/17/24,3,Product 1,Kenya
AC9704736,Area A,40,750,402,1/18/24,3,Product 3,Kenya
AC9716552,Area A,30,400,402,1/20/24,3,Product 1,Kenya
AC9720656,Area A,30,400,402,1/20/24,3,Product 1,Kenya
AC9723152,Area A,30,400,402,1/21/24,3,Product 1,Kenya
AC9725458,Area A,60,1200,402,1/22/24,3,Product 3,Kenya
AC9732146,Area A,30,400,402,1/23/24,3,Product 1,Kenya
AC9734654,Area A,30,400,402,1/23/24,3,Product 1,Kenya
AC9756249,Area A,30,400,402,1/26/24,3,Product 1,Kenya
AC9755169,Area A,30,400,402,1/26/24,3,Product 1,Kenya
AC9779976,Area A,30,400,402,1/30/24,3,Product 1,Kenya
AC9780279,Area A,30,400,402,1/30/24,3,Product 1,Kenya
AC9794697,Area A,30,400,402,2/1/24,3,Product 1,Kenya
AC9795567,Area A,110,3000,381,2/1/24,3,Product 5,Kenya
AC9801525,Area A,30,400,402,2/2/24,3,Product 1,Kenya
AC9816824,Area A,30,400,402,2/4/24,3,Product 1,Kenya
AC9817862,Area A,30,400,402,2/4/24,3,Product 1,Kenya
AC9833150,Area A,90,2450,381,2/6/24,3,Product 5,Kenya
AC9836773,Area A,60,850,409,2/7/24,3,Product 3,Kenya
AC9839648,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9844524,Area A,30,400,409,2/8/24,3,Product 1,Kenya
AC9848944,Area A,30,400,409,2/8/24,3,Product 1,Kenya
AC9851681,Area A,30,400,409,2/9/24,3,Product 1,Kenya
AC9855028,Area A,30,400,409,2/9/24,3,Product 1,Kenya
AC9857234,Area A,30,400,409,2/9/24,3,Product 1,Kenya
AC9863894,Area A,30,400,409,2/10/24,3,Product 1,Kenya
AC9861546,Area A,60,850,409,2/10/24,3,Product 3,Kenya
AC9872192,Area B,30,400,409,2/11/24,3,Product 1,Kenya
AC9871395,Area A,30,400,409,2/11/24,3,Product 1,Kenya
AC9898647,Area A,30,400,409,2/14/24,3,Product 1,Kenya
AC9899655,Area A,30,400,409,2/14/24,3,Product 1,Kenya
AC9900057,Area A,30,400,409,2/14/24,3,Product 1,Kenya
AC9903411,Area A,30,400,409,2/15/24,3,Product 1,Kenya
AC9914102,Area A,30,400,409,2/16/24,3,Product 1,Kenya
AC9919103,Area A,30,400,409,2/17/24,3,Product 1,Kenya
AC9926454,Area B,60,1100,409,2/17/24,3,Product 3,Kenya
AC9928865,Area A,30,400,409,2/18/24,3,Product 1,Kenya
AC9929490,Area B,30,400,409,2/18/24,3,Product 1,Kenya
AC9930445,Area A,30,400,409,2/18/24,3,Product 1,Kenya
AC9935384,Area B,30,400,409,2/19/24,3,Product 1,Kenya
AC9956296,Area B,30,400,409,2/21/24,3,Product 1,Kenya
AC9964098,Area A,30,400,409,2/22/24,3,Product 1,Kenya
AC9971390,Area A,30,400,409,2/23/24,3,Product 1,Kenya
AC9968708,Area A,30,400,409,2/23/24,3,Product 1,Kenya
AC9981161,Area A,30,400,409,2/24/24,3,Product 1,Kenya
AC9975735,Area A,30,400,409,2/24/24,3,Product 1,Kenya
AC10001748,Area B,80,1900,578,2/27/24,3,Product 2,Kenya
AC9998521,Area A,30,400,409,2/27/24,3,Product 1,Kenya
AC9399077,Area A,30,400,402,12/1/23,3,Product 1,Kenya
AC9402987,Area A,30,400,402,12/1/23,3,Product 1,Kenya
AC9402157,Area B,70,1300,402,12/1/23,3,Product 3,Kenya
AC9433975,Area A,30,400,402,12/6/23,3,Product 1,Kenya
AC9458152,Area B,80,1900,578,12/10/23,3,Product 2,Kenya
AC9461074,Area A,30,400,402,12/10/23,3,Product 1,Kenya
AC9459831,Area A,30,400,402,12/10/23,3,Product 1,Kenya
AC9464912,Area A,30,400,402,12/11/23,3,Product 1,Kenya
AC9473133,Area B,30,400,402,12/12/23,3,Product 1,Kenya
AC9471872,Area B,130,5450,683,12/12/23,3,Product 7,Kenya
AC9476565,Area A,30,400,402,12/12/23,3,Product 1,Kenya
AC9479004,Area A,30,400,402,12/13/23,3,Product 1,Kenya
AC9481812,Area A,80,1900,578,12/13/23,3,Product 2,Kenya
AC9487437,Area A,30,400,402,12/14/23,3,Product 1,Kenya
AC9487788,Area B,90,2300,578,12/14/23,3,Product 2,Kenya
AC9493587,Area B,30,400,402,12/15/23,3,Product 1,Kenya
AC9500150,Area B,30,400,402,12/16/23,3,Product 1,Kenya
AC9502985,Area A,30,400,402,12/16/23,3,Product 1,Kenya
AC9500289,Area A,30,400,402,12/16/23,3,Product 1,Kenya
AC9505299,Area A,30,400,402,12/17/23,3,Product 1,Kenya
AC9505423,Area A,30,400,402,12/17/23,3,Product 1,Kenya
AC9506803,Area A,30,400,402,12/17/23,3,Product 1,Kenya
AC9512183,Area A,140,5450,543,12/18/23,3,Product 7,Kenya
AC9516610,Area A,60,950,402,12/18/23,3,Product 3,Kenya
AC9515895,Area A,30,400,402,12/18/23,3,Product 1,Kenya
AC9520878,Area B,30,400,402,12/19/23,3,Product 1,Kenya
AC9523535,Area A,30,400,402,12/19/23,3,Product 1,Kenya
AC9536685,Area A,30,400,402,12/21/23,3,Product 1,Kenya
AC9547827,Area B,80,1900,578,12/23/23,3,Product 2,Kenya
AC9547044,Area A,30,400,402,12/23/23,3,Product 1,Kenya
AC9556762,Area A,30,400,402,12/24/23,3,Product 1,Kenya
AC9559521,Area A,30,400,402,12/24/23,3,Product 1,Kenya
AC9564608,Area B,70,1300,402,12/26/23,3,Product 3,Kenya
AC9563968,Area A,30,400,402,12/26/23,3,Product 1,Kenya
AC9570770,Area B,130,5450,683,12/27/23,3,Product 7,Kenya
AC9573643,Area A,30,400,402,12/27/23,3,Product 1,Kenya
AC9583004,Area B,70,1300,402,12/29/23,3,Product 3,Kenya
AC9586941,Area A,90,2450,381,12/29/23,3,Product 5,Kenya
AC9597988,Area A,30,400,402,12/31/23,3,Product 1,Kenya
AC9603832,Area B,90,2300,578,1/2/24,3,Product 2,Kenya
AC9611454,Area A,30,400,402,1/3/24,3,Product 1,Kenya
AC9613746,Area B,30,400,402,1/4/24,3,Product 1,Kenya
AC9616043,Area A,30,400,402,1/4/24,3,Product 1,Kenya
AC9620286,Area A,30,400,402,1/5/24,3,Product 1,Kenya
AC9624211,Area A,30,400,402,1/5/24,3,Product 1,Kenya
AC9661693,Area A,30,400,402,1/11/24,3,Product 1,Kenya
AC9663226,Area A,30,400,402,1/11/24,3,Product 1,Kenya
AC9669124,Area A,30,400,402,1/12/24,3,Product 1,Kenya
AC9671597,Area A,30,400,402,1/12/24,3,Product 1,Kenya
AC9677048,Area A,30,400,402,1/13/24,3,Product 1,Kenya
AC9679237,Area A,60,950,428,1/14/24,3,Product 6,Kenya
AC9679831,Area A,110,1650,613,1/14/24,3,Product 4,Kenya
AC9684320,Area A,30,400,402,1/15/24,3,Product 1,Kenya
AC9688865,Area B,60,950,428,1/15/24,3,Product 6,Kenya
AC9688356,Area A,30,400,402,1/15/24,3,Product 1,Kenya
AC9688928,Area A,30,400,402,1/15/24,3,Product 1,Kenya
AC9695070,Area B,30,400,402,1/16/24,3,Product 1,Kenya
AC9706090,Area A,30,400,402,1/18/24,3,Product 1,Kenya
AC9713448,Area B,80,1900,578,1/19/24,3,Product 2,Kenya
AC9713855,Area A,30,400,402,1/19/24,3,Product 1,Kenya
AC9712607,Area B,30,400,402,1/19/24,3,Product 1,Kenya
AC9722425,Area B,30,400,402,1/21/24,3,Product 1,Kenya
AC9739557,Area A,30,400,402,1/24/24,3,Product 1,Kenya
AC9748415,Area B,30,400,402,1/25/24,3,Product 1,Kenya
AC9755298,Area A,60,950,402,1/26/24,3,Product 3,Kenya
AC9755700,Area A,110,1650,743,1/26/24,3,Product 4,Kenya
AC9765762,Area B,30,400,402,1/28/24,3,Product 1,Kenya
AC9767874,Area A,30,400,402,1/28/24,3,Product 1,Kenya
AC9782979,Area A,30,400,402,1/30/24,3,Product 1,Kenya
AC9782723,Area A,30,400,402,1/30/24,3,Product 1,Kenya
AC9791695,Area B,30,400,402,2/1/24,3,Product 1,Kenya
AC9799269,Area A,30,400,402,2/1/24,3,Product 1,Kenya
AC9804646,Area A,30,400,402,2/2/24,3,Product 1,Kenya
AC9804670,Area A,30,400,402,2/2/24,3,Product 1,Kenya
AC9806026,Area A,30,400,402,2/2/24,3,Product 1,Kenya
AC9810566,Area A,30,400,402,2/3/24,3,Product 1,Kenya
AC9824768,Area A,30,400,409,2/5/24,3,Product 1,Kenya
AC9829698,Area A,140,4700,556,2/6/24,3,Product 7,Kenya
AC9842601,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9842832,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9834859,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9849648,Area A,30,400,409,2/8/24,3,Product 1,Kenya
AC9858562,Area A,30,400,409,2/9/24,3,Product 1,Kenya
AC9866003,Area A,30,400,409,2/10/24,3,Product 1,Kenya
AC9864834,Area A,30,400,409,2/10/24,3,Product 1,Kenya
AC9872240,Area A,30,400,409,2/11/24,3,Product 1,Kenya
AC9872276,Area A,30,400,409,2/11/24,3,Product 1,Kenya
AC9879905,Area A,30,400,409,2/12/24,3,Product 1,Kenya
AC9884652,Area A,30,400,409,2/13/24,3,Product 1,Kenya
AC9895397,Area A,30,400,409,2/14/24,3,Product 1,Kenya
AC9896071,Area A,30,400,409,2/14/24,3,Product 1,Kenya
AC9903424,Area A,30,400,409,2/15/24,3,Product 1,Kenya
AC9915190,Area A,30,400,409,2/16/24,3,Product 1,Kenya
AC9921564,Area A,60,850,409,2/17/24,3,Product 3,Kenya
AC9935593,Area B,80,1900,578,2/19/24,3,Product 2,Kenya
AC9936217,Area A,30,400,409,2/19/24,3,Product 1,Kenya
AC9936454,Area A,30,400,409,2/19/24,3,Product 1,Kenya
AC9947292,Area A,90,2450,381,2/20/24,3,Product 5,Kenya
AC9952030,Area A,30,400,409,2/21/24,3,Product 1,Kenya
AC9952471,Area A,30,400,409,2/21/24,3,Product 1,Kenya
AC9958844,Area B,30,400,409,2/22/24,3,Product 1,Kenya
AC9960265,Area B,80,1900,578,2/22/24,3,Product 2,Kenya
AC9960949,Area B,30,400,409,2/22/24,3,Product 1,Kenya
AC9969147,Area B,90,2300,578,2/23/24,3,Product 2,Kenya
AC9976410,Area A,30,400,409,2/24/24,3,Product 1,Kenya
AC9982691,Area A,60,1100,409,2/25/24,3,Product 3,Kenya
AC9995220,Area A,40,750,402,2/27/24,3,Product 3,Kenya
AC9402087,Area B,80,1900,578,12/1/23,3,Product 2,Kenya
AC9411333,Area A,30,400,402,12/3/23,3,Product 1,Kenya
AC9413399,Area A,30,400,402,12/3/23,3,Product 1,Kenya
AC9414745,Area A,30,400,402,12/4/23,3,Product 1,Kenya
